"activity"	"subject"	"tbodyaccmeanx"	"tbodyaccmeany"	"tbodyaccmeanz"	"tbodyaccstdx"	"tbodyaccstdy"	"tbodyaccstdz"	"tgravityaccmeanx"	"tgravityaccmeany"	"tgravityaccmeanz"	"tgravityaccstdx"	"tgravityaccstdy"	"tgravityaccstdz"	"tbodyaccjerkmeanx"	"tbodyaccjerkmeany"	"tbodyaccjerkmeanz"	"tbodyaccjerkstdx"	"tbodyaccjerkstdy"	"tbodyaccjerkstdz"	"tbodygyromeanx"	"tbodygyromeany"	"tbodygyromeanz"	"tbodygyrostdx"	"tbodygyrostdy"	"tbodygyrostdz"	"tbodygyrojerkmeanx"	"tbodygyrojerkmeany"	"tbodygyrojerkmeanz"	"tbodygyrojerkstdx"	"tbodygyrojerkstdy"	"tbodygyrojerkstdz"	"tbodyaccmagmean"	"tbodyaccmagstd"	"tgravityaccmagmean"	"tgravityaccmagstd"	"tbodyaccjerkmagmean"	"tbodyaccjerkmagstd"	"tbodygyromagmean"	"tbodygyromagstd"	"tbodygyrojerkmagmean"	"tbodygyrojerkmagstd"	"fbodyaccmeanx"	"fbodyaccmeany"	"fbodyaccmeanz"	"fbodyaccstdx"	"fbodyaccstdy"	"fbodyaccstdz"	"fbodyaccmeanfreqx"	"fbodyaccmeanfreqy"	"fbodyaccmeanfreqz"	"fbodyaccjerkmeanx"	"fbodyaccjerkmeany"	"fbodyaccjerkmeanz"	"fbodyaccjerkstdx"	"fbodyaccjerkstdy"	"fbodyaccjerkstdz"	"fbodyaccjerkmeanfreqx"	"fbodyaccjerkmeanfreqy"	"fbodyaccjerkmeanfreqz"	"fbodygyromeanx"	"fbodygyromeany"	"fbodygyromeanz"	"fbodygyrostdx"	"fbodygyrostdy"	"fbodygyrostdz"	"fbodygyromeanfreqx"	"fbodygyromeanfreqy"	"fbodygyromeanfreqz"	"fbodyaccmagmean"	"fbodyaccmagstd"	"fbodyaccmagmeanfreq"	"fbodybodyaccjerkmagmean"	"fbodybodyaccjerkmagstd"	"fbodybodyaccjerkmagmeanfreq"	"fbodybodygyromagmean"	"fbodybodygyromagstd"	"fbodybodygyromagmeanfreq"	"fbodybodygyrojerkmagmean"	"fbodybodygyrojerkmagstd"	"fbodybodygyrojerkmagmeanfreq"	"angletbodyaccmean,gravity"	"angletbodyaccjerkmean,gravitymean"	"angletbodygyromean,gravitymean"	"angletbodygyrojerkmean,gravitymean"	"anglex,gravitymean"	"angley,gravitymean"	"anglez,gravitymean"
"94"	"WALKING"	"16"	0.276023564509804	-0.0204286929452941	-0.108804049803922	-0.404692523921569	-0.314569762352941	-0.159799790235294	-0.405211902352941	-0.349799363529412	-0.154179093568627	-0.369597790392157	-0.149400843882353	-0.31609963627451	0.331776645490196	0.286795197058824	0.279403934431373	-0.248172852352941	-0.819721324901961	-0.907178710196078	-0.677835939411765	-0.413744928627451	-0.547595551764706	-0.241763955760784	0.402305676078431	0.221202058705882	0.308271753235294	-0.435700350784314	0.343668883352941	-0.0777067066823529	0.0341432560647059	-0.251435183980392	0.252362801490196	-0.00523529675490196	0.0426318214078431	-0.382340709745098	0.355340188762745	-0.138599620058824	-0.0529384568070588	0.0157411747196078	-0.201364456835294	0.0358669439215686	0.925981326078431	-0.0668246472745098	-0.217351194313725	-0.982469595490196	-0.973784841960784	-0.961387254313726	-0.982785281568627	-0.97455145254902	-0.962205067058824	0.857787703333333	-0.0841215156078431	-0.214880631372549	0.940134860196078	-0.0471455697058824	-0.223872877843137	-0.0591973095098039	0.802297433333333	-0.949902028039216	-0.896388222156863	-0.983922752352941	-0.976777093921569	-0.964813844509804	-0.717090594705882	-0.712058251705882	-1	-0.396390734862745	0.469683712745098	-0.539448837843137	0.60556974372549	-0.248056590211765	0.243046549296275	-0.287721521392157	0.350934623058824	-0.350152175547059	0.430764764039216	-0.509957337882353	0.584781210196078	-0.027216504	0.350611703313725	-0.0579062091176471	0.0770223771764706	0.00968444678235294	0.00360803282352941	-0.396223738431373	-0.425563858627451	-0.44025821745098
"95"	"WALKING_DOWNSTAIRS"	"16"	0.295586802191489	-0.0183898583787234	-0.119873705148936	0.207251997929787	-0.146993837655319	0.0114353944787234	0.165410171695745	-0.164172918893617	-0.0185059662468085	0.439936546382979	-0.0127566664680851	-0.381285350340426	0.0579643266297872	0.227080906170213	-0.0797203337659574	0.161222917695745	-0.258322494176596	-0.856335613829787	-0.531673989148936	0.0628680940474468	-0.35834407212766	-0.114594232070213	0.237448621706383	0.207683687155319	0.331808136595745	-0.345633502531915	0.202117688276596	-0.232515627540426	0.459246526212766	-0.192781898312766	0.18756553193617	0.0895922473	-0.00134112258297872	-0.27747763523617	0.294543330446809	-0.165419916078723	0.054057604787234	-0.116112426595745	-0.653582012340426	0.0854078208085106	0.917818427021277	-0.0584832676382979	-0.225382496382979	-0.957785118085106	-0.955487793617021	-0.910588943191489	-0.958784111276596	-0.956104969787234	-0.912737573191489	0.858845168510638	-0.0711338695531915	-0.214257144468085	0.923273154042553	-0.0446050604893617	-0.247020955531915	-0.0766118465642553	0.781240060425532	-0.956000254468085	-0.891548004042553	-0.962124908510638	-0.958764849361702	-0.921825435957447	-0.330072209042553	-0.618955930778723	-1	-0.636580591276596	0.701451539148936	-0.765162671702128	0.82770768787234	-0.261329293340426	0.267155457723404	-0.323437543361702	0.398732483404255	-0.399925534659574	0.465718104042553	-0.53105931893617	0.59304299787234	0.0219868130425532	0.204877559553192	0.0701197172212766	0.0907857064255319	-0.0148114530276596	-0.029312256293617	-0.101186926595745	-0.261684752425532	-0.303381582831915
"96"	"WALKING_UPSTAIRS"	"16"	0.255986102627451	-0.0143654945011765	-0.124074517745098	-0.397083831568627	-0.163732745078431	-0.129283825721569	-0.43910719254902	-0.192195919196078	-0.14562361192549	-0.267299779098039	0.030676011227451	-0.345757805529412	0.318152070980392	0.257084644588235	0.227046664196078	-0.219807583960784	-0.814793698235294	-0.861634448627451	-0.649328527647059	-0.511109870980392	-0.386277398823529	-0.229076052172549	0.362489160980392	0.212337680235294	0.284696354843137	-0.44563887254902	0.333819908019608	-0.235539388	0.265315125131373	-0.314429119764706	0.201950704509804	0.150337917921569	-0.101901056582353	-0.29576073712549	0.159478260745098	-0.0669021347254902	0.132306914039216	-0.0780185887647059	-0.450482125882353	0.0239786266666667	0.826874282745098	-0.0805926025490196	-0.379059698039216	-0.948413552745098	-0.933657461176471	-0.907649558823529	-0.949109364705882	-0.934972327647059	-0.910227665490196	0.772871395882353	-0.0870154478431373	-0.360486427843137	0.833006479411765	-0.0736149127058823	-0.396180193333333	0.396828491901961	0.55676289	-0.889360229607843	-0.704835032745098	-0.951747885294118	-0.940155267058824	-0.917643693333333	-0.264229198313725	-0.556183905705882	-1	-0.668522207647059	0.716774302156863	-0.764363391568627	0.811337737058824	-0.464189789215686	0.455255512156863	-0.482127353333333	0.52306033372549	-0.666138051568627	0.704317079019608	-0.742055077254902	0.776196899607843	-0.0665346747254902	0.387807117921569	-0.0593745968823529	0.0762526677	0.0173729333352941	0.0380533591627451	-0.521089140196078	-0.425625937254902	-0.593411129607843
"97"	"LAYING"	"17"	0.269780085577465	-0.0168462006729577	-0.107006279704225	-0.972960567323944	-0.944792875211268	-0.953476700140845	-0.97524074	-0.943799481690141	-0.951517657605634	-0.92118859943662	-0.540800516901408	-0.798007348450704	0.815661350140845	0.674147705070423	0.823412287746479	-0.949976962253521	-0.997749894788732	-0.996745246619718	-0.99612832028169	-0.978723558450704	-0.953641611549296	-0.951024408591549	-0.492722682943662	-0.505329264028169	-0.392415880887324	0.0299497191915493	-0.00908503892619719	0.0466891052211268	-0.111181391133803	0.126832969461972	-0.122200418149296	0.226613674695775	-0.220016891200986	0.0781948150985916	-0.0555321497901408	0.0990234614098592	-0.232101110244225	0.222332640746479	-0.30399038748169	-0.632349133169014	-0.19913309	0.658792072253521	0.722657502112676	-0.961063222394366	-0.961466681267606	-0.957164565211268	-0.961383043098592	-0.96208538943662	-0.957710785492958	-0.253956978591549	0.623955615070423	0.718261167605634	-0.165485059014085	0.663243962112676	0.714933289577465	0.516549368873239	-0.929350172816901	-0.088492957971831	0.0433156816901408	-0.963011548873239	-0.96478014084507	-0.960081276619718	-0.533775032971831	-0.406061909887324	-0.345492283360563	-0.439045814084507	0.43956780615493	-0.439958198870423	0.440363307235211	-0.334659714478873	0.273127392423944	-0.253939586078873	0.254188961838028	-0.399877674871831	0.400661853915493	-0.401199386915493	0.399077646605634	0.369538009352113	-0.482100998704225	-0.930501588169014	0.077908974656338	0.00706867100408451	-0.000143542544507042	-0.981489017183099	-0.976960542816901	-0.98281300056338
"98"	"SITTING"	"17"	0.2773570196875	-0.014156274084375	-0.11362408509375	-0.9944439053125	-0.96185862984375	-0.96572919578125	-0.995133846875	-0.96022042390625	-0.96479776609375	-0.93761004046875	-0.5498138575	-0.80838321125	0.8465628325	0.68488514890625	0.82822976015625	-0.97363887046875	-0.9998784821875	-0.99723131296875	-0.9965659753125	-0.99551358328125	-0.96464275578125	-0.96572450484375	-0.69085246846875	-0.566626679375	-0.55141733453125	0.17705981865625	-0.07686694484375	0.0781542476390625	0.0409072021421875	0.19642266346875	-0.155280827421875	0.20701886376875	-0.119716503300156	0.17838506171875	-0.0927246366335937	0.0766806544885937	-0.1477618683375	0.0145487066875	0.0741615493578125	0.269356561	0.94488374765625	-0.002814673171875	-0.135803881679687	-0.99019661703125	-0.9667201059375	-0.9566106440625	-0.99039547453125	-0.96708238390625	-0.957973620625	0.87332775796875	-0.021666008578125	-0.13228276241875	0.9617030959375	0.0132818725859375	-0.142992631651563	-0.42041849375	0.85194142	-0.98602025359375	-0.92091133421875	-0.99125470046875	-0.968848404375	-0.96346152640625	-0.91419485625	-0.838417547515625	-0.832522878015625	-0.438771237859375	0.452605826875	-0.466427875625	0.48035701625	-0.425156141328125	0.378705218717187	-0.36926054225	0.376489598815625	-0.429855165317187	0.4357169358125	-0.441369974996875	0.444313278992187	0.246682864453125	0.30188997628125	0.663478223796875	0.075070986171875	0.0056097104915625	-0.0015544841534375	-0.99434060296875	-0.98863700234375	-0.990529261875
"99"	"STANDING"	"17"	0.277942503333333	-0.0174120064169231	-0.111432145565	-0.991163919871795	-0.968176663717949	-0.970462679230769	-0.992110255769231	-0.967273662948718	-0.967982105769231	-0.933116060897436	-0.556159849102564	-0.80899732051282	0.844346076794872	0.683185309102564	0.834800235	-0.976611892307692	-0.999616053974359	-0.998717989358974	-0.997419102820513	-0.993128424871795	-0.972034264615385	-0.964663607051282	-0.64458488975641	-0.568363862987179	-0.548677551230769	0.17352741824359	-0.108010289282051	0.0843271264076923	-0.015964049224359	0.183701100685897	-0.168276179153846	0.227324546878205	-0.139894469846154	0.205257865961538	-0.122251791305128	0.110616987751154	-0.158305836233333	0.336759801038462	0.277669044	0.323178732201282	0.904678547435897	-0.257486817948718	-0.202687757012821	-0.985751365769231	-0.975810476025641	-0.969171762179487	-0.98607370474359	-0.976419907051282	-0.969734867820513	0.834078765	-0.272261202948718	-0.203440283525641	0.91999331474359	-0.235584098333333	-0.208170978358974	0.0917807149294872	0.748028085384615	-0.881050277692308	-0.885864395897436	-0.98733387974359	-0.978869792307692	-0.971995372435897	-0.775832884487179	-1	-1	-0.443344037730769	0.451747866820513	-0.460154322675641	0.468696155358974	-0.449115997160256	0.401792526205128	-0.38967255675641	0.393494859487179	-0.434332514628205	0.440875100576923	-0.447164899205128	0.450686633346154	0.775856855	0.667709344025641	0.484818971589744	0.0740864955641026	0.00657853452564103	-0.00403599594166667	-0.992094005512821	-0.98666125974359	-0.991217027307692
"100"	"WALKING"	"17"	0.272341855245902	-0.0184875403339344	-0.109792122032787	-0.31950017295082	-0.0175797885542623	-0.265824489180328	-0.342768814098361	-0.0397774303245902	-0.261595364098361	-0.120782034019672	-0.0599757640590164	-0.301137454098361	0.310028520983607	0.133863081045902	0.44243744442623	-0.158556937245902	-0.764890133606557	-0.81253966557377	-0.752356128196721	-0.395218898688525	-0.268777442967213	-0.230094888927869	0.458446892622951	0.292331546934426	0.153643639557377	-0.522684245901639	0.390293017814754	-0.0565711439836066	-0.00955805010491803	-0.284471455903279	0.282361083098361	0.0939796013459016	-0.195372448645295	-0.351827908786885	0.279418767814754	0.0464940010262295	-0.270490016185246	0.0307078493032787	-0.120973546477049	0.271033255213115	0.92811236852459	-0.179927382704918	-0.190265949622951	-0.980983351639344	-0.968613202622951	-0.956903248196721	-0.981430903770492	-0.969366364426229	-0.958713944590164	0.860829511967213	-0.193107024754098	-0.186876538786885	0.94159238442623	-0.160556773442623	-0.198312739016393	-0.106970963643934	0.807496823442623	-0.927010976885246	-0.91860078557377	-0.982961747213115	-0.972598224918033	-0.962147219508197	-0.560582381311475	-1	-1	-0.438471591147541	0.501727789672131	-0.561922641311475	0.618979759672131	-0.0858728622770492	0.0711237483557377	-0.116043979901639	0.183467267645902	-0.401404012786885	0.444757148360656	-0.486837981311475	0.524893852131148	0.308528278762295	0.265011680063115	0.0287191512573771	0.0773188580032787	0.0130098548360656	0.0243753334442623	-0.355492635409836	-0.0935385034	-0.534303311639344
"101"	"WALKING_DOWNSTAIRS"	"17"	0.29391828326087	-0.0167359404347826	-0.0892432745173913	0.187719760269565	-0.0607892037384783	-0.231064156615217	0.138969904934783	-0.0696030155695652	-0.238146893671739	0.417120083608696	-0.0382514828108696	-0.417364964586957	-0.010365403726087	0.147106120434783	0.26791149126087	0.113316865758696	-0.287474904565217	-0.823109285652174	-0.706672603913043	-0.0044971387826087	-0.26201092573913	-0.291197785086957	0.262698782173913	0.262137257	0.278290198608696	-0.425694957978261	0.228123497582609	-0.0956500627823913	0.298728852326087	-0.351619887826087	0.276133741413043	0.0617724785	-0.029177603673913	-0.311069837521739	0.251594079013043	-0.0575231134130435	-0.055273420326087	-0.512826880869565	-0.587368021956522	0.165039584617391	0.928817578043478	-0.151077057652174	-0.160962985956522	-0.950026242173913	-0.946576675652174	-0.901097766521739	-0.950432553913043	-0.947858514782609	-0.901174629347826	0.872165929782609	-0.15851434273913	-0.147939357521739	0.93220927673913	-0.138569848652174	-0.183426365130435	-0.262081195152174	0.809630506086957	-0.946945043695652	-0.927727773695652	-0.950546579782609	-0.951801684782609	-0.90299300326087	-0.435762967976087	-0.991327570652174	-1	-0.654521452608696	0.723776546086957	-0.792745498478261	0.86143835173913	-0.394538175434783	0.403544956304348	-0.454313985434783	0.520749540652174	-0.528281004565217	0.573469884782609	-0.618312700434783	0.659841472173913	0.462065603108696	-0.047355752326087	0.107165052391304	0.118250858006522	-0.0113826178208696	-0.00939838078195652	-0.103436471413043	-0.304063534173913	-0.536331570652174
"102"	"WALKING_UPSTAIRS"	"17"	0.252604768583333	-0.0228645614308333	-0.121290442104167	-0.062952754100625	-0.0131721014395833	-0.230220954239583	-0.130291411958333	-0.0414521791770833	-0.225588738185417	0.1177404900125	0.0275627495541667	-0.343426498541667	0.02299100584375	0.1191550816875	0.417325549375	-0.0247961512541667	-0.554476144791667	-0.806309825833333	-0.716939505416667	-0.240468744314583	-0.2733350258125	-0.278812723479167	0.461503891666667	0.202105184129167	0.111211792170938	-0.473953865479167	0.262156828458333	-0.0553370501927083	0.21473361595	-0.2901140612125	0.207962708791667	0.0632299122854167	-0.0152601139583333	-0.285225571208333	0.116600796266667	0.0374754857895833	0.0373605332770833	-0.5037948325	-0.483815424375	0.355737783833333	0.853530565833333	-0.284153753333333	-0.298171464166667	-0.949460372291667	-0.91597346625	-0.930159843541667	-0.950640972291667	-0.916283291875	-0.932784061458333	0.798764367916667	-0.2785712725	-0.286158616041667	0.858325473958333	-0.276910421041667	-0.311139311458333	0.32098252625	0.62103250375	-0.843077588958333	-0.795603002083333	-0.953712875	-0.91935265375	-0.940579429791667	-0.243486112366667	-1	-1	-0.652271974375	0.714028304375	-0.775210633958333	0.835837632083333	-0.554213391041667	0.566736153333333	-0.610694015833333	0.666392356041667	-0.665981932708333	0.708132150625	-0.74988899125	0.788068386041667	0.337180857072917	0.383297579472917	0.21564620025	0.07680441704375	0.03083565139375	0.00759533846458334	-0.292665827083333	-0.349791873229167	-0.657430836041667
"103"	"LAYING"	"18"	0.274691576923077	-0.0173937684615385	-0.107698927907692	-0.984527649230769	-0.986160920923077	-0.987658662307692	-0.985619913846154	-0.986056020307692	-0.987834078615385	-0.927176132	-0.569041942923077	-0.816640141538462	0.837113144923077	0.687704605846154	0.840074659692308	-0.985876867538461	-0.999681872769231	-0.999877896461538	-0.99971414	-0.986777456153846	-0.987743110307692	-0.987524038307692	-0.461325721707692	-0.631632949846154	-0.547583505692308	0.0671407137384615	-0.0278817197415385	0.136892951832308	-0.0941219204892308	0.222602421096923	-0.0880443643353846	0.238063079246154	-0.0725518236907692	0.309210582938462	-0.128045262430769	0.165315915935077	-0.16321214002	-0.0485869772138462	-0.311437012647385	-0.17929773658	-0.220600509076923	0.719755403692308	0.605495317692308	-0.982715987538462	-0.994093522615385	-0.990957249538462	-0.983089310153846	-0.994170736923077	-0.991036737538462	-0.284280364307692	0.675106250769231	0.593925591692308	-0.181049590615385	0.734530574461538	0.605687403846154	0.327756172923077	-0.939195032307692	0.123682290461538	-0.164557722307692	-0.983887678923077	-0.994580775076923	-0.991228477076923	-0.642796317658462	-0.845340539076923	-0.775510508769231	-0.437682928307692	0.452380932461538	-0.467024704307692	0.481730669538462	-0.0597978590870769	-0.004059351712	0.00699283006923077	0.0167541774123077	-0.231790680753846	0.241805797036923	-0.251497967538462	0.258672092239538	0.196501708061538	-0.464768364015385	-0.530808832969231	0.0749985010769231	0.0117018961415385	-0.00121344813430769	-0.985921071076923	-0.985554339384615	-0.990660246153846
"104"	"SITTING"	"18"	0.27727001877193	-0.0128691279736842	-0.111904775824561	-0.994347988596491	-0.974928131052632	-0.977572717017544	-0.994992112982456	-0.974514839824561	-0.976699728070175	-0.938014806140351	-0.55630096877193	-0.8149324	0.845480159824561	0.687507466140351	0.833494779649123	-0.983721961578947	-0.99994017	-0.999306372807018	-0.998633531578947	-0.995259264035088	-0.978345160350877	-0.975054467894737	-0.632415784210526	-0.500051761235088	-0.53957817645614	0.203158480754386	-0.0631400691022807	0.0966182314684211	0.0549202938684211	0.185685078296491	-0.113624527101754	0.183113514142807	0.0761201150192982	0.186789306948947	-0.071464229354386	0.101674511478246	-0.144916679752632	-0.0932387954578947	-0.102830526164912	0.0744205317994561	0.909816469298246	0.12988647622807	0.161877417894737	-0.994043771403509	-0.984035479473684	-0.978340183157895	-0.994184149122807	-0.984617462631579	-0.978570870701754	0.837540102105263	0.102807527245614	0.157557331947368	0.929168439122807	0.148771789473684	0.159995952368421	-0.139305757492316	0.764508369649123	-0.906815029473684	-0.923514160175439	-0.994694399298246	-0.986515056666667	-0.979583018421053	-0.926824120526316	-0.794105802175439	-0.743094194070175	-0.327895559578947	0.35055551322807	-0.373334542859649	0.396324446842105	-0.343279043185965	0.31033908545614	-0.320790781701754	0.349775632033333	-0.371317299901754	0.382983888233333	-0.394411207347368	0.403153896342105	-0.304312182317544	-0.351960534035088	0.217180890959649	0.076622889	0.00694560289491228	0.00278757042058246	-0.991624662105263	-0.984002717017544	-0.990153121754386
"105"	"STANDING"	"18"	0.278458805890411	-0.0166353518150685	-0.108453355945205	-0.992019762739726	-0.95422343630137	-0.961873909178082	-0.993370464931507	-0.953953924931507	-0.960057953013699	-0.934002155479452	-0.550766500410959	-0.801362218767123	0.842233946438356	0.672035931232877	0.83125525260274	-0.972863383150685	-0.999898316849315	-0.999078616986301	-0.998177465342466	-0.994869687534247	-0.961703890410959	-0.958852862191781	-0.575590778767123	-0.422629778205479	-0.435026103821918	0.178825045572603	-0.0767030572219178	0.126554843339726	0.0487704739821918	0.028620623759863	-0.0783398432316438	0.237824162368493	-0.0557810305575342	0.131402077749315	-0.0839069171506849	0.102561843369863	-0.155445962887671	0.102661257327397	-0.0781504281315069	0.236702763182192	0.947573239863014	-0.204206320958904	-0.0485767106575342	-0.994270075205479	-0.981335941917808	-0.976044291369863	-0.994459198767123	-0.981706837945206	-0.976263165205479	0.874435068630137	-0.221092807534247	-0.051799428	0.965526328767123	-0.18038896	-0.0519394275616438	-0.185982600369863	0.85815955109589	-0.93142680890411	-0.958117868630137	-0.995035826438356	-0.982605925342466	-0.977408932191781	-0.947968999452055	-1	-0.722987808356164	-0.38359288609589	0.408491483863014	-0.433543438082192	0.458842313972603	-0.469216733808219	0.432661772378082	-0.43057412860274	0.443664715972603	-0.498022703917808	0.503501677972603	-0.508602005808219	0.510705083410959	0.56148048330274	0.240264338410959	0.385283700821918	0.0753539482328767	0.0104698718417123	-0.00181640480191781	-0.989436673835616	-0.975277836849315	-0.988455249452055
"106"	"WALKING"	"18"	0.273887758571429	-0.0178023631866071	-0.104218315464286	-0.37600552125	-0.227005874892857	-0.428348061071429	-0.415875518571429	-0.214911509714286	-0.436670583214286	-0.110628565017857	-0.15964185125	-0.444363427321429	0.271516662678571	0.295959501964286	0.47036294125	-0.296416825535714	-0.8022646675	-0.882299554821429	-0.841444372142857	-0.494038026607143	-0.361365964285714	-0.4948030925	0.291088917357143	0.180773525321429	0.0840883442464286	-0.401924532678571	0.288339292782143	-0.0237736732321429	0.05709533914875	-0.219724875303571	0.242897153	0.0160411432928571	-0.0354597785732143	-0.147462472048214	0.185140454589286	-0.0953956715767857	-0.1048659923375	-0.223904469607143	-0.133505347933214	0.287613406785714	0.92386524875	-0.254317085892857	-0.0609313415892857	-0.983010882678571	-0.975311658928571	-0.97248384875	-0.983347008035714	-0.975596234464286	-0.973663137321429	0.855712541964286	-0.267155472678571	-0.0624337489642857	0.938531927142857	-0.23108222125	-0.0654651211428571	-0.00773108178571429	0.796929129464286	-0.891948844464286	-0.93859442125	-0.984013887678571	-0.976748738928571	-0.976189666428571	-0.764669005357143	-1	-0.703306479821429	-0.408361343035714	0.486219797321429	-0.560832353214286	0.632081479107143	-0.173225195980357	0.187162349789286	-0.256026722875	0.343981428517857	-0.3891797975	0.426598578571429	-0.462181393392857	0.493232459285714	-0.0103351082857143	-0.0431719760053571	-0.0955170849821429	0.0767524278392857	0.0282745481892857	0.010685091	-0.368056913928571	-0.320158763392857	-0.633325860714286
"107"	"WALKING_DOWNSTAIRS"	"18"	0.288439468909091	-0.0168666920221818	-0.1033908092	-0.302634565090909	-0.254214045818182	-0.418610127454545	-0.374975798181818	-0.283249171636364	-0.422338995636364	0.0724640354296364	-0.195801837636364	-0.496872832545455	0.376917094363636	0.195833119527273	0.403115206	-0.288736334181818	-0.752219360181818	-0.889623034181818	-0.838464968545455	-0.551898969636364	-0.482492383272727	-0.463113786545455	0.105915139961273	0.294727431636364	0.203266997707273	-0.425550541818182	0.312457525563636	-0.159354881	0.198694510351418	-0.226805508781818	0.173376862345455	0.0826024293381818	0.00172906123036364	-0.244884567072727	0.231668164622182	-0.05721649276	-0.166537472258182	-0.587684452181818	-0.3297753946	0.243939885354	0.932277478363636	-0.225809125454545	-0.0493636733454545	-0.960404874545455	-0.932962218181818	-0.921661749636364	-0.961352036	-0.933712569636364	-0.923140148909091	0.871821516909091	-0.229329017090909	-0.0400964026181818	0.938095390909091	-0.216870759272727	-0.0663291478181818	-0.0863865933109091	0.818532697272727	-0.915554323272727	-0.945823747454545	-0.963969640363636	-0.93608933	-0.927885993090909	-0.567098836327273	-1	-0.573473863507273	-0.595083951636364	0.647091678181818	-0.697989042	0.747795696909091	-0.471177140909091	0.476608289272727	-0.518736323090909	0.574958733818182	-0.469011910672727	0.493175712636364	-0.516525290345455	0.536344543127273	0.481918535218182	0.227744644832727	0.444092357436364	0.0809044045254545	-0.000757069449090909	-0.01417699182	-0.387223932363636	-0.447033872545455	-0.651246664909091
"108"	"WALKING_UPSTAIRS"	"18"	0.265401201896552	-0.0222060684378914	-0.112655891327586	-0.380168286724138	-0.211155120224138	-0.31437339137931	-0.435476656724138	-0.221353708655172	-0.326726806741379	-0.147648639255172	-0.166411761931034	-0.414364314655172	0.428655608275862	0.265991674982759	0.433307716724138	-0.275217888275862	-0.805040455	-0.876431280172414	-0.779442797413793	-0.56638775	-0.385978291724138	-0.384087583310345	0.186848230252931	0.239776262293103	0.0939315858844828	-0.435892211551724	0.212872556139655	0.00812209695	0.115631049689655	-0.255909795437931	0.130707639586207	0.0881854606343103	0.0648379730560345	-0.297715982989655	0.119058917548276	-0.0175003579465517	0.0675610517465517	-0.446956097931034	-0.26486434932931	0.117730564924138	0.883330258448276	-0.316619946206897	-0.106112549189655	-0.961738807068966	-0.942056881206897	-0.907839723965517	-0.962916947241379	-0.942877478103448	-0.910682542241379	0.822735074655172	-0.318592390517241	-0.0892976859827586	0.890189234655172	-0.302392529655172	-0.123759528431034	0.167176242517776	0.694905052586207	-0.8273306	-0.901376256896552	-0.966963690344828	-0.94529950362069	-0.918540914310345	-0.322670159948276	-1	-0.500765577601724	-0.6922989	0.732912036724138	-0.772761141551724	0.811911339310345	-0.632421084310345	0.642680161551724	-0.678567268103448	0.723841273965517	-0.744224422241379	0.7625837	-0.780318998448276	0.794288961724138	0.423361323741379	0.0828338510344828	0.108705820637931	0.0812402028517241	0.0211654691775862	0.0093589662862069	-0.563202134655172	-0.56794063862069	-0.760829911206897
"109"	"LAYING"	"19"	0.272653733493976	-0.0171426864421687	-0.10898146186747	-0.965019579518072	-0.973449968554217	-0.984672837228916	-0.966065250481928	-0.974942059518072	-0.985129140481928	-0.914730410963855	-0.553379502168675	-0.813482974578313	0.817190273614458	0.680070168313253	0.838239990481928	-0.968648000120482	-0.998048061325301	-0.999555532289157	-0.999512004216867	-0.968499498433735	-0.98016040939759	-0.985270624819277	-0.355450954089157	-0.571306473325301	-0.55997271046988	-0.00261949433855422	0.0135461914542169	0.00470768128771084	-0.0257017332746988	0.249556347728916	-0.071497702639759	0.161696078649398	0.0152598458301446	0.287664737108434	-0.0853532110983133	0.0755903806136145	-0.0304588304771084	0.142633539197084	0.0473214902373494	-0.110454013101205	-0.680043155060241	0.725646622771084	0.68762385253012	-0.958959611084337	-0.986993149638554	-0.988819031566265	-0.959901653373494	-0.98741807686747	-0.989084419156626	-0.730818148192771	0.682858390963855	0.676042081084337	-0.636810056746988	0.737884808915663	0.687213790361446	0.470814449493976	-0.927480352048193	0.0726492343083133	-0.0738126736577952	-0.962638995542169	-0.988572839638554	-0.989689703975904	-0.979634332771084	-0.746291079963855	-0.755821593963855	-0.604338156746988	0.614545059807229	-0.624606134024096	0.63468186526506	-0.049423187440241	-0.00839002012168675	0.00402970594578313	0.027341240439759	-0.243283815225542	0.261802742484337	-0.280112284007229	0.29593508910241	0.434363690228916	0.17800230560241	-0.242773150715663	0.0772317998650602	0.011149573306747	-0.000988690855325301	-0.983605223493976	-0.974524522650602	-0.988260181084337
